Timestep: 91, Current State: 2, Next State: 2
Timestep: 92, Current State: 2, Next State: 2
Timestep: 93, Current State: 2, Next State: 4
Timestep: 94, Current State: 4, Next State: 2
Timestep: 95, Current State: 2, Next State: 2
Timestep: 96, Current State: 2, Next State: 0
Timestep: 97, Current State: 0, Next State: 2
Timestep: 98, Current State: 2, Next State: 0
Timestep: 99, Current State: 0, Next State: 2
Timestep: 100, Current State: 2, Next State: 2
Timestep: 101, Current State: 2, Next State: 1
Timestep: 102, Current State: 1, Next State: 5
Timestep: 103, Current State: 5, Next State: 4
Timestep: 104, Current State: 4, Next State: 2
Timestep: 105, Current State: 2, Next State: 2
Timestep: 106, Current State: 2, Next State: 2
Timestep: 107, Current State: 2, Next State: 2
Timestep: 108, Current State: 2, Next State: 0
Timestep: 109, Current State: 0, Next State: 1
Timestep: 110, Current State: 1, Next State: 2
Timestep: 111, Current State: 2, Next State: 5
Timestep: 112, Current State: 5, Next State: 2
Timestep: 113, Current State: 2, Next State: 2
Timestep: 114, Current State: 2, Next State: 4
Timestep: 115, Current State: 4, Next State: 2
Timestep: 116, Current State: 2, Next State: 2
Timestep: 117, Current State: 2, Next State: 2
Timestep: 118, Current State: 2, Next State: 2
Timestep: 119, Current State: 2, Next State: 2
Timestep: 120, Current State: 2, Next State: 4
Timestep: 121, Current State: 4, Next State: 0
Timestep: 122, Current State: 0, Next State: 2
Timestep: 123, Current State: 2, Next State: 2
Timestep: 124, Current State: 2, Next State: 0
Timestep: 125, Current State: 0, Next State: 2
Timestep: 126, Current State: 2, Next State: 0
Timestep: 127, Current State: 0, Next State: 2
Timestep: 128, Current State: 2, Next State: 2
Timestep: 129, Current State: 2, Next State: 0
Timestep: 130, Current State: 0, Next State: 2
Timestep: 131, Current State: 2, Next State: 0
Timestep: 132, Current State: 0, Next State: 2
Timestep: 133, Current State: 2, Next State: 0
Timestep: 134, Current State: 0, Next State: 0
Timestep: 135, Current State: 0, Next State: 2
Timestep: 136, Current State: 2, Next State: 2
Timestep: 137, Current State: 2, Next State: 4
Timestep: 138, Current State: 4, Next State: 2
Timestep: 139, Current State: 2, Next State: 0
Timestep: 140, Current State: 0, Next State: 2
Timestep: 141, Current State: 2, Next State: 4
Timestep: 142, Current State: 4, Next State: 4
Timestep: 143, Current State: 4, Next State: 4
Timestep: 144, Current State: 4, Next State: 0
Timestep: 145, Current State: 0, Next State: 2
Timestep: 146, Current State: 2, Next State: 2
Timestep: 147, Current State: 2, Next State: 0
Timestep: 148, Current State: 0, Next State: 0
Timestep: 149, Current State: 0, Next State: 4
Timestep: 150, Current State: 4, Next State: 2
Timestep: 151, Current State: 2, Next State: 2
Timestep: 152, Current State: 2, Next State: 0
Timestep: 153, Current State: 0, Next State: 0
Timestep: 154, Current State: 0, Next State: 4
Timestep: 155, Current State: 4, Next State: 2
Timestep: 156, Current State: 2, Next State: 2
Timestep: 157, Current State: 2, Next State: 2
Timestep: 158, Current State: 2, Next State: 2
Timestep: 159, Current State: 2, Next State: 2
Timestep: 160, Current State: 2, Next State: 0
Timestep: 161, Current State: 0, Next State: 2
Timestep: 162, Current State: 2, Next State: 1
Timestep: 163, Current State: 1, Next State: 2
Timestep: 164, Current State: 2, Next State: 2
Timestep: 165, Current State: 2, Next State: 2
Timestep: 166, Current State: 2, Next State: 2
Timestep: 167, Current State: 2, Next State: 2
Timestep: 168, Current State: 2, Next State: 2
Timestep: 169, Current State: 2, Next State: 4
Timestep: 170, Current State: 4, Next State: 2
Timestep: 171, Current State: 2, Next State: 0
Timestep: 172, Current State: 0, Next State: 2
Timestep: 173, Current State: 2, Next State: 0
Timestep: 174, Current State: 0, Next State: 2
Timestep: 175, Current State: 2, Next State: 0
Timestep: 176, Current State: 0, Next State: 2
Timestep: 177, Current State: 2, Next State: 4
Timestep: 178, Current State: 4, Next State: 2
Timestep: 179, Current State: 2, Next State: 4
Timestep: 180, Current State: 4, Next State: 2
Timestep: 181, Current State: 2, Next State: 2
Timestep: 182, Current State: 2, Next State: 0
Timestep: 183, Current State: 0, Next State: 2
Timestep: 184, Current State: 2, Next State: 2
Timestep: 185, Current State: 2, Next State: 4
Timestep: 186, Current State: 4, Next State: 2
Timestep: 187, Current State: 2, Next State: 0
Timestep: 188, Current State: 0, Next State: 4
Timestep: 189, Current State: 4, Next State: 2
Timestep: 190, Current State: 2, Next State: 0
Timestep: 191, Current State: 0, Next State: 0
Timestep: 192, Current State: 0, Next State: 2
Timestep: 193, Current State: 2, Next State: 4
Timestep: 194, Current State: 4, Next State: 2
Timestep: 195, Current State: 2, Next State: 2
Timestep: 196, Current State: 2, Next State: 2
Timestep: 197, Current State: 2, Next State: 2
Timestep: 198, Current State: 2, Next State: 4
Timestep: 199, Current State: 4, Next State: 2
Timestep: 200, Current State: 2, Next State: 0
Timestep: 201, Current State: 0, Next State: 2
Timestep: 202, Current State: 2, Next State: 2
Timestep: 203, Current State: 2, Next State: 2
Timestep: 204, Current State: 2, Next State: 2
Timestep: 205, Current State: 2, Next State: 0
Timestep: 206, Current State: 0, Next State: 2
Timestep: 207, Current State: 2, Next State: 0
Timestep: 208, Current State: 0, Next State: 2
Timestep: 209, Current State: 2, Next State: 2
Timestep: 210, Current State: 2, Next State: 2
Timestep: 211, Current State: 2, Next State: 2
Timestep: 212, Current State: 2, Next State: 0
Timestep: 213, Current State: 0, Next State: 2
Timestep: 214, Current State: 2, Next State: 4
Timestep: 215, Current State: 4, Next State: 0
Timestep: 216, Current State: 0, Next State: 2
Timestep: 217, Current State: 2, Next State: 2
Timestep: 218, Current State: 2, Next State: 0
Timestep: 219, Current State: 0, Next State: 2
Timestep: 220, Current State: 2, Next State: 2
Timestep: 221, Current State: 2, Next State: 2
Timestep: 222, Current State: 2, Next State: 2
Timestep: 223, Current State: 2, Next State: 2
Timestep: 224, Current State: 2, Next State: 2
Timestep: 225, Current State: 2, Next State: 0
Timestep: 226, Current State: 0, Next State: 2
Timestep: 227, Current State: 2, Next State: 2
Timestep: 228, Current State: 2, Next State: 0
Timestep: 229, Current State: 0, Next State: 0
Timestep: 230, Current State: 0, Next State: 4
Timestep: 231, Current State: 4, Next State: 2
Timestep: 232, Current State: 2, Next State: 2
Timestep: 233, Current State: 2, Next State: 2
Timestep: 234, Current State: 2, Next State: 2
Timestep: 235, Current State: 2, Next State: 2
Timestep: 236, Current State: 2, Next State: 2
Timestep: 237, Current State: 2, Next State: 2
Timestep: 238, Current State: 2, Next State: 2
Timestep: 239, Current State: 2, Next State: 2
Timestep: 240, Current State: 2, Next State: 2
Timestep: 241, Current State: 2, Next State: 2
Timestep: 242, Current State: 2, Next State: 2
Timestep: 243, Current State: 2, Next State: 2
Timestep: 244, Current State: 2, Next State: 2
Timestep: 245, Current State: 2, Next State: 2
Timestep: 246, Current State: 2, Next State: 4
Timestep: 247, Current State: 4, Next State: 2
Timestep: 248, Current State: 2, Next State: 0
Timestep: 249, Current State: 0, Next State: 2
Timestep: 250, Current State: 2, Next State: 2
Timestep: 251, Current State: 2, Next State: 0
Timestep: 252, Current State: 0, Next State: 2
Timestep: 253, Current State: 2, Next State: 2
Timestep: 254, Current State: 2, Next State: 2
Timestep: 255, Current State: 2, Next State: 0
Timestep: 256, Current State: 0, Next State: 2
Timestep: 257, Current State: 2, Next State: 0
Timestep: 258, Current State: 0, Next State: 2
Timestep: 259, Current State: 2, Next State: 2
Timestep: 260, Current State: 2, Next State: 4
Timestep: 261, Current State: 4, Next State: 0
Timestep: 262, Current State: 0, Next State: 0
Timestep: 263, Current State: 0, Next State: 5
Timestep: 264, Current State: 5, Next State: 2
Timestep: 265, Current State: 2, Next State: 2
Timestep: 266, Current State: 2, Next State: 0
Timestep: 267, Current State: 0, Next State: 0
Timestep: 268, Current State: 0, Next State: 0
Timestep: 269, Current State: 0, Next State: 2
Timestep: 270, Current State: 2, Next State: 0
Timestep: 271, Current State: 0, Next State: 5
Timestep: 272, Current State: 5, Next State: 2
Timestep: 273, Current State: 2, Next State: 2
Timestep: 274, Current State: 2, Next State: 2
Timestep: 275, Current State: 2, Next State: 2
Timestep: 276, Current State: 2, Next State: 0
Timestep: 277, Current State: 0, Next State: 2
Timestep: 278, Current State: 2, Next State: 2
Timestep: 279, Current State: 2, Next State: 0
Timestep: 280, Current State: 0, Next State: 0
Timestep: 281, Current State: 0, Next State: 2
Timestep: 282, Current State: 2, Next State: 2
Timestep: 283, Current State: 2, Next State: 0
Timestep: 284, Current State: 0, Next State: 0
Timestep: 285, Current State: 0, Next State: 4
Timestep: 286, Current State: 4, Next State: 2
Timestep: 287, Current State: 2, Next State: 4
Timestep: 288, Current State: 4, Next State: 2
Timestep: 289, Current State: 2, Next State: 0
Timestep: 290, Current State: 0, Next State: 4
Timestep: 291, Current State: 4, Next State: 0
Timestep: 292, Current State: 0, Next State: 2
Timestep: 293, Current State: 2, Next State: 2
Timestep: 294, Current State: 2, Next State: 4
Timestep: 295, Current State: 4, Next State: 2
Timestep: 296, Current State: 2, Next State: 2
Timestep: 297, Current State: 2, Next State: 2
Timestep: 298, Current State: 2, Next State: 2
Timestep: 299, Current State: 2, Next State: 2
Timestep: 300, Current State: 2, Next State: 2
Timestep: 301, Current State: 2, Next State: 2
Timestep: 302, Current State: 2, Next State: 2
Timestep: 303, Current State: 2, Next State: 1
Timestep: 304, Current State: 1, Next State: 2
Timestep: 305, Current State: 2, Next State: 0
Timestep: 306, Current State: 0, Next State: 2
Timestep: 307, Current State: 2, Next State: 2
Timestep: 308, Current State: 2, Next State: 0
Timestep: 309, Current State: 0, Next State: 2
Timestep: 310, Current State: 2, Next State: 2
Timestep: 311, Current State: 2, Next State: 0
Timestep: 312, Current State: 0, Next State: 4
Timestep: 313, Current State: 4, Next State: 2
Timestep: 314, Current State: 2, Next State: 2
Timestep: 315, Current State: 2, Next State: 2
Timestep: 316, Current State: 2, Next State: 0
Timestep: 317, Current State: 0, Next State: 0
Timestep: 318, Current State: 0, Next State: 2
Timestep: 319, Current State: 2, Next State: 2
Timestep: 320, Current State: 2, Next State: 0
Timestep: 321, Current State: 0, Next State: 2
Timestep: 322, Current State: 2, Next State: 2
Timestep: 323, Current State: 2, Next State: 0
Timestep: 324, Current State: 0, Next State: 2
Timestep: 325, Current State: 2, Next State: 2
Timestep: 326, Current State: 2, Next State: 2
Timestep: 327, Current State: 2, Next State: 0
Timestep: 328, Current State: 0, Next State: 0
Timestep: 329, Current State: 0, Next State: 2
Timestep: 330, Current State: 2, Next State: 2
Timestep: 331, Current State: 2, Next State: 2
Timestep: 332, Current State: 2, Next State: 0
Timestep: 333, Current State: 0, Next State: 2
Timestep: 334, Current State: 2, Next State: 2
Timestep: 335, Current State: 2, Next State: 2
Timestep: 336, Current State: 2, Next State: 2
Timestep: 337, Current State: 2, Next State: 2
Timestep: 338, Current State: 2, Next State: 2
Timestep: 339, Current State: 2, Next State: 2
Timestep: 340, Current State: 2, Next State: 2
Timestep: 341, Current State: 2, Next State: 2
Timestep: 342, Current State: 2, Next State: 0
Timestep: 343, Current State: 0, Next State: 2
Timestep: 344, Current State: 2, Next State: 4
Timestep: 345, Current State: 4, Next State: 2
Timestep: 346, Current State: 2, Next State: 2
Timestep: 347, Current State: 2, Next State: 2
Timestep: 348, Current State: 2, Next State: 2
Timestep: 349, Current State: 2, Next State: 0
Timestep: 350, Current State: 0, Next State: 2
Timestep: 351, Current State: 2, Next State: 4
Timestep: 352, Current State: 4, Next State: 2
Timestep: 353, Current State: 2, Next State: 2
Timestep: 354, Current State: 2, Next State: 2
Timestep: 355, Current State: 2, Next State: 2
Timestep: 356, Current State: 2, Next State: 2
Timestep: 357, Current State: 2, Next State: 2
Timestep: 358, Current State: 2, Next State: 0
Timestep: 359, Current State: 0, Next State: 0
Timestep: 360, Current State: 0, Next State: 2
Timestep: 361, Current State: 2, Next State: 2
Timestep: 362, Current State: 2, Next State: 0
Timestep: 363, Current State: 0, Next State: 2
Timestep: 364, Current State: 2, Next State: 2
Timestep: 365, Current State: 2, Next State: 2
Timestep: 366, Current State: 2, Next State: 0
Timestep: 367, Current State: 0, Next State: 2
Timestep: 368, Current State: 2, Next State: 2
Timestep: 369, Current State: 2, Next State: 0
Timestep: 370, Current State: 0, Next State: 2
Timestep: 371, Current State: 2, Next State: 2
Timestep: 372, Current State: 2, Next State: 2
Timestep: 373, Current State: 2, Next State: 2
Timestep: 374, Current State: 2, Next State: 2
Timestep: 375, Current State: 2, Next State: 0
Timestep: 376, Current State: 0, Next State: 2
Timestep: 377, Current State: 2, Next State: 5
Timestep: 378, Current State: 5, Next State: 2
Timestep: 379, Current State: 2, Next State: 2
Timestep: 380, Current State: 2, Next State: 2
Timestep: 381, Current State: 2, Next State: 2
Timestep: 382, Current State: 2, Next State: 0
Timestep: 383, Current State: 0, Next State: 4
Timestep: 384, Current State: 4, Next State: 4
Timestep: 385, Current State: 4, Next State: 2
Timestep: 386, Current State: 2, Next State: 0
Timestep: 387, Current State: 0, Next State: 2
Timestep: 388, Current State: 2, Next State: 0
Timestep: 389, Current State: 0, Next State: 2
Timestep: 390, Current State: 2, Next State: 0
Timestep: 391, Current State: 0, Next State: 0
Timestep: 392, Current State: 0, Next State: 2
Timestep: 393, Current State: 2, Next State: 2
Timestep: 394, Current State: 2, Next State: 0
Timestep: 395, Current State: 0, Next State: 2
Timestep: 396, Current State: 2, Next State: 2
Timestep: 397, Current State: 2, Next State: 2
Timestep: 398, Current State: 2, Next State: 2
Timestep: 399, Current State: 2, Next State: 2
Timestep: 400, Current State: 2, Next State: 2
Timestep: 401, Current State: 2, Next State: 2
Timestep: 402, Current State: 2, Next State: 2
Timestep: 403, Current State: 2, Next State: 0
Timestep: 404, Current State: 0, Next State: 1
Timestep: 405, Current State: 1, Next State: 4
Timestep: 406, Current State: 4, Next State: 0
Timestep: 407, Current State: 0, Next State: 0
Timestep: 408, Current State: 0, Next State: 2
Timestep: 409, Current State: 2, Next State: 2
Timestep: 410, Current State: 2, Next State: 2
Timestep: 411, Current State: 2, Next State: 2
Timestep: 412, Current State: 2, Next State: 2
Timestep: 413, Current State: 2, Next State: 2
Timestep: 414, Current State: 2, Next State: 0
Timestep: 415, Current State: 0, Next State: 2
Timestep: 416, Current State: 2, Next State: 2
Timestep: 417, Current State: 2, Next State: 4
Timestep: 418, Current State: 4, Next State: 2
Timestep: 419, Current State: 2, Next State: 0
Timestep: 420, Current State: 0, Next State: 0
Timestep: 421, Current State: 0, Next State: 0
Timestep: 422, Current State: 0, Next State: 2
Timestep: 423, Current State: 2, Next State: 2
Timestep: 424, Current State: 2, Next State: 2
Timestep: 425, Current State: 2, Next State: 4
Timestep: 426, Current State: 4, Next State: 2
Timestep: 427, Current State: 2, Next State: 2
Timestep: 428, Current State: 2, Next State: 2
Timestep: 429, Current State: 2, Next State: 2
Timestep: 430, Current State: 2, Next State: 5
Timestep: 431, Current State: 5, Next State: 0
Timestep: 432, Current State: 0, Next State: 2
Timestep: 433, Current State: 2, Next State: 2
Timestep: 434, Current State: 2, Next State: 2
Timestep: 435, Current State: 2, Next State: 2
Timestep: 436, Current State: 2, Next State: 2
Timestep: 437, Current State: 2, Next State: 0
Timestep: 438, Current State: 0, Next State: 2
Timestep: 439, Current State: 2, Next State: 4
Timestep: 440, Current State: 4, Next State: 2
Timestep: 441, Current State: 2, Next State: 2
Timestep: 442, Current State: 2, Next State: 2
Timestep: 443, Current State: 2, Next State: 5
Timestep: 444, Current State: 5, Next State: 0
Timestep: 445, Current State: 0, Next State: 2
Timestep: 446, Current State: 2, Next State: 2
Timestep: 447, Current State: 2, Next State: 1
Timestep: 448, Current State: 1, Next State: 2
Timestep: 449, Current State: 2, Next State: 2
Timestep: 450, Current State: 2, Next State: 2
Timestep: 451, Current State: 2, Next State: 2
Timestep: 452, Current State: 2, Next State: 0
Timestep: 453, Current State: 0, Next State: 0
Timestep: 454, Current State: 0, Next State: 2
Timestep: 455, Current State: 2, Next State: 2
Timestep: 456, Current State: 2, Next State: 0
Timestep: 457, Current State: 0, Next State: 0
Timestep: 458, Current State: 0, Next State: 2
Timestep: 459, Current State: 2, Next State: 2
Timestep: 460, Current State: 2, Next State: 2
Timestep: 461, Current State: 2, Next State: 0
Timestep: 462, Current State: 0, Next State: 2
Timestep: 463, Current State: 2, Next State: 2
Timestep: 464, Current State: 2, Next State: 2
Timestep: 465, Current State: 2, Next State: 0
Timestep: 466, Current State: 0, Next State: 2
Timestep: 467, Current State: 2, Next State: 0
Timestep: 468, Current State: 0, Next State: 0
Timestep: 469, Current State: 0, Next State: 2
Timestep: 470, Current State: 2, Next State: 2
Timestep: 471, Current State: 2, Next State: 0
Timestep: 472, Current State: 0, Next State: 2
Timestep: 473, Current State: 2, Next State: 2
Timestep: 474, Current State: 2, Next State: 0
Timestep: 475, Current State: 0, Next State: 2
Timestep: 476, Current State: 2, Next State: 2
Timestep: 477, Current State: 2, Next State: 2
Timestep: 478, Current State: 2, Next State: 0
Timestep: 479, Current State: 0, Next State: 2
Timestep: 480, Current State: 2, Next State: 0
Timestep: 481, Current State: 0, Next State: 0
Timestep: 482, Current State: 0, Next State: 0
Timestep: 483, Current State: 0, Next State: 2
Timestep: 484, Current State: 2, Next State: 2
Timestep: 485, Current State: 2, Next State: 0
Timestep: 486, Current State: 0, Next State: 4
Timestep: 487, Current State: 4, Next State: 0
Timestep: 488, Current State: 0, Next State: 2
Timestep: 489, Current State: 2, Next State: 2
Timestep: 490, Current State: 2, Next State: 2
Timestep: 491, Current State: 2, Next State: 2
Timestep: 492, Current State: 2, Next State: 2
Timestep: 493, Current State: 2, Next State: 2
Timestep: 494, Current State: 2, Next State: 2
Timestep: 495, Current State: 2, Next State: 0
Timestep: 496, Current State: 0, Next State: 2
Timestep: 497, Current State: 2, Next State: 2
Timestep: 498, Current State: 2, Next State: 2
Timestep: 499, Current State: 2, Next State: 2
Timestep: 500, Current State: 2, Next State: 4
Timestep: 501, Current State: 4, Next State: 2
Timestep: 502, Current State: 2, Next State: 2
Timestep: 503, Current State: 2, Next State: 2
Timestep: 504, Current State: 2, Next State: 2
Timestep: 505, Current State: 2, Next State: 0
Timestep: 506, Current State: 0, Next State: 2
Timestep: 507, Current State: 2, Next State: 0
Timestep: 508, Current State: 0, Next State: 0
Timestep: 509, Current State: 0, Next State: 0
Timestep: 510, Current State: 0, Next State: 2
Timestep: 511, Current State: 2, Next State: 2
Timestep: 512, Current State: 2, Next State: 2
Timestep: 513, Current State: 2, Next State: 2
Timestep: 514, Current State: 2, Next State: 2
Timestep: 515, Current State: 2, Next State: 0
Timestep: 516, Current State: 0, Next State: 2
Timestep: 517, Current State: 2, Next State: 4
Timestep: 518, Current State: 4, Next State: 2
Timestep: 519, Current State: 2, Next State: 0
Timestep: 520, Current State: 0, Next State: 2
Timestep: 521, Current State: 2, Next State: 2
Timestep: 522, Current State: 2, Next State: 4
Timestep: 523, Current State: 4, Next State: 2
Timestep: 524, Current State: 2, Next State: 0
Timestep: 525, Current State: 0, Next State: 2
Timestep: 526, Current State: 2, Next State: 0
Timestep: 527, Current State: 0, Next State: 2
Timestep: 528, Current State: 2, Next State: 2
Timestep: 529, Current State: 2, Next State: 2
Timestep: 530, Current State: 2, Next State: 0
Timestep: 531, Current State: 0, Next State: 2
Timestep: 532, Current State: 2, Next State: 2
Timestep: 533, Current State: 2, Next State: 2
Timestep: 534, Current State: 2, Next State: 2
Timestep: 535, Current State: 2, Next State: 0
Timestep: 536, Current State: 0, Next State: 0
Timestep: 537, Current State: 0, Next State: 2
Timestep: 538, Current State: 2, Next State: 2
Timestep: 539, Current State: 2, Next State: 0
Timestep: 540, Current State: 0, Next State: 4
Timestep: 541, Current State: 4, Next State: 2
Timestep: 542, Current State: 2, Next State: 2
Timestep: 543, Current State: 2, Next State: 4
Timestep: 544, Current State: 4, Next State: 2
Timestep: 545, Current State: 2, Next State: 0
Timestep: 546, Current State: 0, Next State: 2
Timestep: 547, Current State: 2, Next State: 0
Timestep: 548, Current State: 0, Next State: 2
Timestep: 549, Current State: 2, Next State: 2
Timestep: 550, Current State: 2, Next State: 2
Timestep: 551, Current State: 2, Next State: 2
Timestep: 552, Current State: 2, Next State: 2
Timestep: 553, Current State: 2, Next State: 0
Timestep: 554, Current State: 0, Next State: 2
Timestep: 555, Current State: 2, Next State: 2
Timestep: 556, Current State: 2, Next State: 0
Timestep: 557, Current State: 0, Next State: 2
Timestep: 558, Current State: 2, Next State: 0
Timestep: 559, Current State: 0, Next State: 2
Timestep: 560, Current State: 2, Next State: 0
Timestep: 561, Current State: 0, Next State: 5
Timestep: 562, Current State: 5, Next State: 2
Timestep: 563, Current State: 2, Next State: 2
Timestep: 564, Current State: 2, Next State: 2
Timestep: 565, Current State: 2, Next State: 2
Timestep: 566, Current State: 2, Next State: 2
Timestep: 567, Current State: 2, Next State: 2
Timestep: 568, Current State: 2, Next State: 0
Timestep: 569, Current State: 0, Next State: 0
Timestep: 570, Current State: 0, Next State: 0
Timestep: 571, Current State: 0, Next State: 0
Timestep: 572, Current State: 0, Next State: 4
Timestep: 573, Current State: 4, Next State: 0
Timestep: 574, Current State: 0, Next State: 2
Timestep: 575, Current State: 2, Next State: 2
Timestep: 576, Current State: 2, Next State: 2
Timestep: 577, Current State: 2, Next State: 0
Timestep: 578, Current State: 0, Next State: 2
Timestep: 579, Current State: 2, Next State: 0
Timestep: 580, Current State: 0, Next State: 0
Timestep: 581, Current State: 0, Next State: 0
Timestep: 582, Current State: 0, Next State: 2
Timestep: 583, Current State: 2, Next State: 0
Timestep: 584, Current State: 0, Next State: 2
Timestep: 585, Current State: 2, Next State: 2
Timestep: 586, Current State: 2, Next State: 2
Timestep: 587, Current State: 2, Next State: 2
Timestep: 588, Current State: 2, Next State: 2
Timestep: 589, Current State: 2, Next State: 1
Timestep: 590, Current State: 1, Next State: 0
Timestep: 591, Current State: 0, Next State: 2
Timestep: 592, Current State: 2, Next State: 0
Timestep: 593, Current State: 0, Next State: 5
Timestep: 594, Current State: 5, Next State: 2
Timestep: 595, Current State: 2, Next State: 2
Timestep: 596, Current State: 2, Next State: 0
Timestep: 597, Current State: 0, Next State: 2
Timestep: 598, Current State: 2, Next State: 2
Timestep: 599, Current State: 2, Next State: 4
Timestep: 600, Current State: 4, Next State: 0
Timestep: 601, Current State: 0, Next State: 2
Timestep: 602, Current State: 2, Next State: 4
Timestep: 603, Current State: 4, Next State: 2
Timestep: 604, Current State: 2, Next State: 2
Timestep: 605, Current State: 2, Next State: 2
Timestep: 606, Current State: 2, Next State: 2
Timestep: 607, Current State: 2, Next State: 4
Timestep: 608, Current State: 4, Next State: 0
Timestep: 609, Current State: 0, Next State: 2
Timestep: 610, Current State: 2, Next State: 0
Timestep: 611, Current State: 0, Next State: 2
Timestep: 612, Current State: 2, Next State: 2
Timestep: 613, Current State: 2, Next State: 2
Timestep: 614, Current State: 2, Next State: 2
Timestep: 615, Current State: 2, Next State: 2
Timestep: 616, Current State: 2, Next State: 1
Timestep: 617, Current State: 1, Next State: 2
Timestep: 618, Current State: 2, Next State: 2
Timestep: 619, Current State: 2, Next State: 2
Timestep: 620, Current State: 2, Next State: 2
Timestep: 621, Current State: 2, Next State: 2
Timestep: 622, Current State: 2, Next State: 2
Timestep: 623, Current State: 2, Next State: 0
Timestep: 624, Current State: 0, Next State: 2
Timestep: 625, Current State: 2, Next State: 0
Timestep: 626, Current State: 0, Next State: 2
Timestep: 627, Current State: 2, Next State: 2
Timestep: 628, Current State: 2, Next State: 0
Timestep: 629, Current State: 0, Next State: 2
Timestep: 630, Current State: 2, Next State: 2
Timestep: 631, Current State: 2, Next State: 0
Timestep: 632, Current State: 0, Next State: 2
Timestep: 633, Current State: 2, Next State: 2
Timestep: 634, Current State: 2, Next State: 2
Timestep: 635, Current State: 2, Next State: 2
