Action: 0
[0.14800685233674604, 0.0739127701197399, 0.2985868091556695, 0.14911051642188322, 0.07302526575896029, 0.036467903990651154, 0.14732007840490544, 0.07356980381144433]
[0.14937896481469903, 0.07254065764178709, 0.30135488833664187, 0.14634243724091078, 0.07370225386303612, 0.0357909158865753, 0.14868582407573722, 0.07220405814061251]
[0.13930339356668298, 0.06956637171208586, 0.3072902679257328, 0.15345691482953727, 0.06873105654045758, 0.03432342963826702, 0.15161428762340814, 0.07571427816382847]
[0.14059481975078375, 0.06827494552798505, 0.31013903340055715, 0.15060814935471284, 0.06936823474412258, 0.033686251434602, 0.15301984319465078, 0.07430872259258581]
[0.14925813816448869, 0.07453764660538795, 0.3011111344605362, 0.15037113289348786, 0.07177397993121785, 0.035843027505003115, 0.1447957531000387, 0.07230918733983971]
[0.15064185081412693, 0.07315393395574969, 0.3039026156542839, 0.14757965169974013, 0.07243936786360824, 0.03517763957261272, 0.1461380967580952, 0.0709668436817832]
[0.14048109824301674, 0.07015450269140526, 0.30988817438200816, 0.1547542768074705, 0.06755335186412387, 0.033735298658947595, 0.14901638116713264, 0.0744169161858952]
[0.14178344245730487, 0.06885215847711716, 0.31276102401110606, 0.15188142717837264, 0.06817961203760159, 0.03310903848546989, 0.15039785258410185, 0.07303544476892602]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

